[10Apr2025 00:04:14.607] [Worker-Main-2/ERROR] [net.minecraft.world.entity.decoration.HangingEntity/]: Hanging entity at invalid position: BlockPos{x=-68, y=-58, z=9}
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.822] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=35, z=1458}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.823] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.823] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.823] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.823] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.824] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.825] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.825] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=35, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.825] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.825] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.826] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.827] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.827] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.827] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.827] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=35, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.827] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.828] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.829] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.829] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.829] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.829] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.829] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=445, y=35, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.829] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.830] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=444, y=35, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.831] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.831] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.831] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.831] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.831] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.831] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=449, y=36, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.832] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.833] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.833] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.833] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.833] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.833] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.833] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.834] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.834] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.834] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.834] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.834] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [28, 91], pos: BlockPos{x=448, y=36, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1469}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1468}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1467}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1466}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.835] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1465}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.836] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1464}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.836] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1463}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.836] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1462}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.836] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1461}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.836] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1460}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.836] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=447, y=36, z=1459}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.837] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=36, z=1471}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
[10Apr2025 00:04:27.837] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [27, 91], pos: BlockPos{x=446, y=36, z=1470}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / the_pillager_legion_:under_tunnel_horizon_high_2]
